Date,Date,Precipitation,Temperature,Wind
1947-07-21,1947-07-21,0.0,19.0,20.0
1947-07-22,1947-07-22,0.0,22.3,20.0
1947-07-23,1947-07-23,0.0,24.3,20.0
1947-07-24,1947-07-24,5.0,22.5,20.0
1947-07-25,1947-07-25,0.0,21.9,20.0
1947-07-26,1947-07-26,0.0,23.1,20.0
1947-07-27,1947-07-27,0.0,18.8,20.0
1947-07-28,1947-07-28,0.0,19.8,20.0
1947-07-29,1947-07-29,24.0,20.6,20.0
1947-07-30,1947-07-30,0.0,18.4,20.0
1947-07-31,1947-07-31,0.0,16.0,20.0
1947-08-01,1947-08-01,0.0,16.1,20.0
1947-08-02,1947-08-02,0.0,16.3,20.0
1947-08-03,1947-08-03,0.0,21.4,20.0
1947-08-04,1947-08-04,0.0,21.5,20.0
1947-08-05,1947-08-05,55.0,19.8,20.0
1947-08-06,1947-08-06,214.0,15.6,20.0
1947-08-07,1947-08-07,98.0,16.1,20.0
1947-08-08,1947-08-08,0.0,14.8,20.0
1947-08-09,1947-08-09,0.0,15.8,20.0
1947-08-10,1947-08-10,0.0,18.1,20.0
1947-08-11,1947-08-11,0.0,18.9,20.0
1947-08-12,1947-08-12,0.0,19.8,20.0
1947-08-13,1947-08-13,0.0,20.2,20.0
1947-08-14,1947-08-14,0.0,21.8,20.0
1947-08-15,1947-08-15,0.0,24.6,20.0
1947-08-16,1947-08-16,0.0,23.2,20.0
1947-08-17,1947-08-17,0.0,23.2,20.0
1947-08-18,1947-08-18,0.0,22.2,20.0
1947-08-19,1947-08-19,0.0,20.8,20.0
1947-08-20,1947-08-20,0.0,18.5,20.0
1947-08-21,1947-08-21,0.0,17.3,20.0
1947-08-22,1947-08-22,0.0,17.5,20.0
1947-08-23,1947-08-23,0.0,18.8,20.0
1947-08-24,1947-08-24,11.0,17.9,20.0
1947-08-25,1947-08-25,0.0,19.0,20.0
1947-08-26,1947-08-26,0.0,18.0,20.0
1947-08-27,1947-08-27,0.0,19.0,20.0
1947-08-28,1947-08-28,0.0,16.6,20.0
1947-08-29,1947-08-29,0.0,17.2,20.0
1947-08-30,1947-08-30,0.0,14.0,20.0
1947-08-31,1947-08-31,0.0,14.2,20.0
1947-09-01,1947-09-01,0.0,16.5,20.0
1947-09-02,1947-09-02,0.0,15.5,20.0
1947-09-03,1947-09-03,0.0,17.6,20.0
1947-09-04,1947-09-04,0.0,15.2,20.0
1947-09-05,1947-09-05,0.0,15.9,20.0
1947-09-06,1947-09-06,0.0,17.6,20.0
1947-09-07,1947-09-07,19.0,14.2,20.0
1947-09-08,1947-09-08,11.0,15.4,20.0
1947-09-09,1947-09-09,0.0,16.4,20.0
1947-09-10,1947-09-10,0.0,17.6,20.0
1947-09-11,1947-09-11,0.0,17.7,20.0
1947-09-12,1947-09-12,0.0,21.6,20.0
1947-09-13,1947-09-13,46.0,23.2,20.0
1947-09-14,1947-09-14,0.0,19.4,20.0
1947-09-15,1947-09-15,0.0,20.9,20.0
1947-09-16,1947-09-16,0.0,24.1,20.0
1947-09-17,1947-09-17,8.0,17.8,20.0
1947-09-18,1947-09-18,1.0,18.2,20.0
1947-09-19,1947-09-19,0.0,22.9,20.0
1947-09-20,1947-09-20,0.0,22.6,20.0
1947-09-21,1947-09-21,3.0,17.6,20.0
1947-09-22,1947-09-22,0.0,14.0,20.0
1947-09-23,1947-09-23,160.0,11.5,20.0
1947-09-24,1947-09-24,13.0,9.8,20.0
1947-09-25,1947-09-25,0.0,13.6,20.0
1947-09-26,1947-09-26,0.0,15.5,20.0
1947-09-27,1947-09-27,3.0,15.2,20.0
1947-09-28,1947-09-28,27.0,14.8,20.0
1947-09-29,1947-09-29,54.0,11.4,20.0
1947-09-30,1947-09-30,14.0,7.6,20.0
1947-10-01,1947-10-01,24.0,10.6,20.0
1947-10-02,1947-10-02,0.0,7.4,20.0
1947-10-03,1947-10-03,0.0,5.8,20.0
1947-10-04,1947-10-04,1.0,12.3,20.0
1947-10-05,1947-10-05,0.0,11.6,20.0
1947-10-06,1947-10-06,0.0,11.3,20.0
1947-10-07,1947-10-07,0.0,10.4,20.0
1947-10-08,1947-10-08,0.0,13.4,20.0
1947-10-09,1947-10-09,13.0,13.2,20.0
1947-10-10,1947-10-10,14.0,12.4,20.0
1947-10-11,1947-10-11,1.0,11.7,20.0
1947-10-12,1947-10-12,1.0,10.8,20.0
1947-10-13,1947-10-13,0.0,12.7,20.0
1947-10-14,1947-10-14,20.0,12.9,20.0
1947-10-15,1947-10-15,0.0,11.7,20.0
1947-10-16,1947-10-16,15.0,10.2,20.0
1947-10-17,1947-10-17,93.0,6.5,20.0
1947-10-18,1947-10-18,14.0,5.0,20.0
1947-10-19,1947-10-19,0.0,3.4,20.0
1947-10-20,1947-10-20,0.0,3.4,20.0
1947-10-21,1947-10-21,0.0,4.7,20.0
1947-10-22,1947-10-22,0.0,7.2,20.0
1947-10-23,1947-10-23,0.0,6.3,20.0
1947-10-24,1947-10-24,0.0,2.4,20.0
1947-10-25,1947-10-25,0.0,2.0,20.0
1947-10-26,1947-10-26,0.0,2.6,20.0
1947-10-27,1947-10-27,0.0,5.8,20.0
1947-10-28,1947-10-28,0.0,2.3,20.0
1947-10-29,1947-10-29,0.0,3.4,20.0
1947-10-30,1947-10-30,0.0,5.4,20.0
1947-10-31,1947-10-31,0.0,3.5,20.0
1947-11-01,1947-11-01,0.0,3.2,20.0
1947-11-02,1947-11-02,0.0,6.4,20.0
1947-11-03,1947-11-03,0.0,7.9,20.0
1947-11-04,1947-11-04,22.0,6.2,20.0
1947-11-05,1947-11-05,31.0,7.7,20.0
1947-11-06,1947-11-06,1.0,7.5,20.0
1947-11-07,1947-11-07,28.0,5.4,20.0
1947-11-08,1947-11-08,16.0,9.2,20.0
1947-11-09,1947-11-09,35.0,10.4,20.0
1947-11-10,1947-11-10,137.0,8.4,20.0
1947-11-11,1947-11-11,217.0,6.8,20.0
1947-11-12,1947-11-12,259.0,11.6,20.0
1947-11-13,1947-11-13,93.0,6.5,20.0
1947-11-14,1947-11-14,64.0,4.8,20.0
1947-11-15,1947-11-15,64.0,3.1,20.0
1947-11-16,1947-11-16,25.0,3.2,20.0
1947-11-17,1947-11-17,0.0,1.5,20.0
1947-11-18,1947-11-18,0.0,0.6,20.0
1947-11-19,1947-11-19,0.0,-2.0,20.0
1947-11-20,1947-11-20,83.0,1.6,20.0
1947-11-21,1947-11-21,47.0,13.8,20.0
1947-11-22,1947-11-22,55.0,13.7,20.0
1947-11-23,1947-11-23,50.0,11.8,20.0
1947-11-24,1947-11-24,103.0,3.8,20.0
1947-11-25,1947-11-25,51.0,3.9,20.0
1947-11-26,1947-11-26,37.0,2.4,20.0
1947-11-27,1947-11-27,67.0,2.1,20.0
1947-11-28,1947-11-28,25.0,1.0,20.0
1947-11-29,1947-11-29,1.0,0.8,20.0
1947-11-30,1947-11-30,7.0,1.7,20.0
1947-12-01,1947-12-01,0.0,1.6,20.0
1947-12-02,1947-12-02,62.0,1.9,20.0
1947-12-03,1947-12-03,16.0,2.4,20.0
1947-12-04,1947-12-04,0.0,2.4,20.0
1947-12-05,1947-12-05,0.0,3.2,20.0
1947-12-06,1947-12-06,0.0,0.2,20.0
1947-12-07,1947-12-07,24.0,2.4,20.0
1947-12-08,1947-12-08,36.0,2.6,20.0
1947-12-09,1947-12-09,1.0,3.0,20.0
1947-12-10,1947-12-10,0.0,1.2,20.0
1947-12-11,1947-12-11,37.0,2.1,20.0
1947-12-12,1947-12-12,26.0,7.2,20.0
1947-12-13,1947-12-13,0.0,3.1,20.0
1947-12-14,1947-12-14,0.0,0.0,20.0
1947-12-15,1947-12-15,24.0,0.9,20.0
1947-12-16,1947-12-16,0.0,0.6,20.0
1947-12-17,1947-12-17,15.0,0.4,20.0
1947-12-18,1947-12-18,2.0,-1.2,20.0
1947-12-19,1947-12-19,45.0,0.0,20.0
1947-12-20,1947-12-20,8.0,1.5,20.0
1947-12-21,1947-12-21,151.0,5.2,20.0
1947-12-22,1947-12-22,14.0,5.0,20.0
1947-12-23,1947-12-23,54.0,4.4,20.0
1947-12-24,1947-12-24,63.0,6.4,20.0
1947-12-25,1947-12-25,351.0,6.7,20.0
1947-12-26,1947-12-26,16.0,3.1,20.0
1947-12-27,1947-12-27,157.0,5.6,20.0
1947-12-28,1947-12-28,42.0,7.2,20.0
1947-12-29,1947-12-29,9.0,2.9,20.0
1947-12-30,1947-12-30,4.0,-2.4,20.0
1947-12-31,1947-12-31,6.0,-3.2,20.0
1948-01-01,1948-01-01,115.0,0.5,20.0
1948-01-02,1948-01-02,24.0,8.4,20.0
1948-01-03,1948-01-03,34.0,8.8,20.0
1948-01-04,1948-01-04,0.0,10.4,20.0
1948-01-05,1948-01-05,49.0,7.8,20.0
1948-01-06,1948-01-06,1.0,2.0,20.0
1948-01-07,1948-01-07,39.0,5.1,20.0
1948-01-08,1948-01-08,43.0,2.8,20.0
1948-01-09,1948-01-09,85.0,2.4,20.0
1948-01-10,1948-01-10,59.0,0.1,20.0
1948-01-11,1948-01-11,23.0,-3.7,20.0
1948-01-12,1948-01-12,114.0,4.1,20.0
1948-01-13,1948-01-13,357.0,9.5,20.0
1948-01-14,1948-01-14,56.0,4.6,20.0
1948-01-15,1948-01-15,40.0,0.3,20.0
1948-01-16,1948-01-16,0.0,-1.3,20.0
1948-01-17,1948-01-17,26.0,0.7,20.0
1948-01-18,1948-01-18,30.0,2.0,20.0
1948-01-19,1948-01-19,5.0,1.7,20.0
1948-01-20,1948-01-20,39.0,0.3,20.0
1948-01-21,1948-01-21,0.0,-0.8,20.0
1948-01-22,1948-01-22,7.0,-0.6,20.0
1948-01-23,1948-01-23,0.0,0.4,20.0
1948-01-24,1948-01-24,0.0,0.3,20.0
1948-01-25,1948-01-25,0.0,0.3,20.0
1948-01-26,1948-01-26,0.0,-0.5,20.0
1948-01-27,1948-01-27,24.0,0.7,20.0
1948-01-28,1948-01-28,7.0,2.0,20.0
1948-01-29,1948-01-29,5.0,4.4,20.0
1948-01-30,1948-01-30,50.0,7.2,20.0
1948-01-31,1948-01-31,1.0,8.5,20.0
1948-02-01,1948-02-01,2.0,7.0,20.0
1948-02-02,1948-02-02,3.0,9.0,20.0
1948-02-03,1948-02-03,170.0,6.8,20.0
1948-02-04,1948-02-04,22.0,4.6,20.0
1948-02-05,1948-02-05,3.0,5.1,20.0
1948-02-06,1948-02-06,42.0,4.6,20.0
1948-02-07,1948-02-07,44.0,4.4,20.0
1948-02-08,1948-02-08,75.0,4.8,20.0
1948-02-09,1948-02-09,71.0,6.1,20.0
1948-02-10,1948-02-10,40.0,2.6,20.0
1948-02-11,1948-02-11,13.0,3.1,20.0
1948-02-12,1948-02-12,45.0,5.0,20.0
1948-02-13,1948-02-13,0.0,2.4,20.0
1948-02-14,1948-02-14,34.0,1.1,20.0
1948-02-15,1948-02-15,49.0,2.4,20.0
1948-02-16,1948-02-16,0.0,0.1,20.0
1948-02-17,1948-02-17,0.0,-1.7,20.0
1948-02-18,1948-02-18,10.0,-3.2,20.0
1948-02-19,1948-02-19,4.0,-7.3,20.0
1948-02-20,1948-02-20,0.0,-10.0,20.0
1948-02-21,1948-02-21,0.0,-9.0,20.0
1948-02-22,1948-02-22,0.0,-5.6,20.0
1948-02-23,1948-02-23,0.0,-2.3,20.0
1948-02-24,1948-02-24,0.0,-1.1,20.0
1948-02-25,1948-02-25,0.0,-0.8,20.0
1948-02-26,1948-02-26,0.0,-2.0,20.0
1948-02-27,1948-02-27,0.0,0.6,20.0
1948-02-28,1948-02-28,0.0,0.5,20.0
1948-02-29,1948-02-29,0.0,3.8,20.0
1948-03-01,1948-03-01,0.0,-0.1,20.0
1948-03-02,1948-03-02,0.0,0.9,20.0
1948-03-03,1948-03-03,0.0,0.7,20.0
1948-03-04,1948-03-04,0.0,-1.6,20.0
1948-03-05,1948-03-05,0.0,0.8,20.0
1948-03-06,1948-03-06,0.0,2.6,20.0
1948-03-07,1948-03-07,0.0,6.6,20.0
1948-03-08,1948-03-08,40.0,8.6,20.0
1948-03-09,1948-03-09,0.0,9.1,20.0
1948-03-10,1948-03-10,2.0,6.3,20.0
1948-03-11,1948-03-11,2.0,6.4,20.0
1948-03-12,1948-03-12,0.0,6.2,20.0
1948-03-13,1948-03-13,0.0,3.9,20.0
1948-03-14,1948-03-14,0.0,1.4,20.0
1948-03-15,1948-03-15,5.0,7.4,20.0
1948-03-16,1948-03-16,14.0,5.5,20.0
1948-03-17,1948-03-17,71.0,5.2,20.0
1948-03-18,1948-03-18,84.0,2.6,20.0
1948-03-19,1948-03-19,37.0,4.2,20.0
1948-03-20,1948-03-20,0.0,9.3,20.0
1948-03-21,1948-03-21,15.0,8.5,20.0
1948-03-22,1948-03-22,10.0,5.5,20.0
1948-03-23,1948-03-23,0.0,3.2,20.0
1948-03-24,1948-03-24,0.0,3.8,20.0
1948-03-25,1948-03-25,0.0,6.5,20.0
1948-03-26,1948-03-26,0.0,7.1,20.0
1948-03-27,1948-03-27,0.0,5.0,20.0
1948-03-28,1948-03-28,0.0,7.0,20.0
1948-03-29,1948-03-29,0.0,9.4,20.0
1948-03-30,1948-03-30,0.0,11.8,20.0
1948-03-31,1948-03-31,12.0,7.2,20.0
1948-04-01,1948-04-01,1.0,9.2,20.0
1948-04-02,1948-04-02,23.0,7.2,20.0
1948-04-03,1948-04-03,24.0,6.7,20.0
1948-04-04,1948-04-04,1.0,8.9,20.0
1948-04-05,1948-04-05,11.0,6.0,20.0
1948-04-06,1948-04-06,18.0,3.8,20.0
1948-04-07,1948-04-07,45.0,4.7,20.0
1948-04-08,1948-04-08,56.0,6.2,20.0
1948-04-09,1948-04-09,19.0,6.2,20.0
1948-04-10,1948-04-10,0.0,5.4,20.0
1948-04-11,1948-04-11,0.0,7.8,20.0
1948-04-12,1948-04-12,0.0,6.4,20.0
1948-04-13,1948-04-13,5.0,10.2,20.0
1948-04-14,1948-04-14,0.0,8.3,20.0
1948-04-15,1948-04-15,0.0,6.9,20.0
1948-04-16,1948-04-16,0.0,11.4,20.0
1948-04-17,1948-04-17,0.0,17.2,20.0
1948-04-18,1948-04-18,0.0,17.8,20.0
1948-04-19,1948-04-19,0.0,16.3,20.0
1948-04-20,1948-04-20,2.0,15.6,20.0
1948-04-21,1948-04-21,0.0,17.2,20.0
1948-04-22,1948-04-22,0.0,18.3,20.0
1948-04-23,1948-04-23,0.0,16.3,20.0
1948-04-24,1948-04-24,0.0,12.3,20.0
1948-04-25,1948-04-25,0.0,11.7,20.0
1948-04-26,1948-04-26,0.0,8.8,20.0
1948-04-27,1948-04-27,0.0,10.8,20.0
1948-04-28,1948-04-28,0.0,15.3,20.0
1948-04-29,1948-04-29,89.0,9.0,20.0
1948-04-30,1948-04-30,73.0,10.6,20.0
1948-05-01,1948-05-01,7.0,7.3,20.0
1948-05-02,1948-05-02,61.0,9.0,20.0
1948-05-03,1948-05-03,49.0,7.0,20.0
1948-05-04,1948-05-04,0.0,9.4,20.0
1948-05-05,1948-05-05,0.0,14.7,20.0
1948-05-06,1948-05-06,0.0,15.8,20.0
1948-05-07,1948-05-07,0.0,14.3,20.0
1948-05-08,1948-05-08,0.0,14.7,20.0
1948-05-09,1948-05-09,43.0,16.9,20.0
1948-05-10,1948-05-10,34.0,20.8,20.0
1948-05-11,1948-05-11,84.0,15.4,20.0
1948-05-12,1948-05-12,0.0,16.6,20.0
1948-05-13,1948-05-13,0.0,12.2,20.0
1948-05-14,1948-05-14,0.0,12.3,20.0
1948-05-15,1948-05-15,0.0,16.6,20.0
1948-05-16,1948-05-16,0.0,17.1,20.0
1948-05-17,1948-05-17,0.0,18.0,20.0
1948-05-18,1948-05-18,0.0,14.5,20.0
1948-05-19,1948-05-19,2.0,13.7,20.0
1948-05-20,1948-05-20,0.0,13.5,20.0
1948-05-21,1948-05-21,0.0,10.8,20.0
1948-05-22,1948-05-22,28.0,11.3,20.0
1948-05-23,1948-05-23,15.0,8.0,20.0
1948-05-24,1948-05-24,5.0,14.1,20.0
1948-05-25,1948-05-25,44.0,12.5,20.0
1948-05-26,1948-05-26,160.0,15.3,20.0
1948-05-27,1948-05-27,3.0,11.0,20.0
1948-05-28,1948-05-28,232.0,10.0,20.0
1948-05-29,1948-05-29,5.0,9.0,20.0
1948-05-30,1948-05-30,0.0,11.0,20.0
1948-05-31,1948-05-31,0.0,12.8,20.0
1948-06-01,1948-06-01,0.0,15.0,20.0
1948-06-02,1948-06-02,28.0,14.9,20.0
1948-06-03,1948-06-03,6.0,11.1,20.0
1948-06-04,1948-06-04,0.0,12.2,20.0
1948-06-05,1948-06-05,6.0,13.5,20.0
1948-06-06,1948-06-06,0.0,17.2,20.0
1948-06-07,1948-06-07,0.0,18.4,20.0
1948-06-08,1948-06-08,0.0,20.8,20.0
1948-06-09,1948-06-09,0.0,21.4,20.0
1948-06-10,1948-06-10,0.0,18.8,20.0
1948-06-11,1948-06-11,105.0,22.4,20.0
1948-06-12,1948-06-12,0.0,19.4,20.0
1948-06-13,1948-06-13,0.0,19.6,20.0
1948-06-14,1948-06-14,0.0,21.6,20.0
1948-06-15,1948-06-15,22.0,20.2,20.0
1948-06-16,1948-06-16,20.0,16.7,20.0
1948-06-17,1948-06-17,21.0,14.6,20.0
1948-06-18,1948-06-18,35.0,14.2,20.0
1948-06-19,1948-06-19,26.0,13.4,20.0
1948-06-20,1948-06-20,1.0,14.0,20.0
1948-06-21,1948-06-21,5.0,12.3,20.0
1948-06-22,1948-06-22,41.0,12.2,20.0
1948-06-23,1948-06-23,10.0,12.0,20.0
1948-06-24,1948-06-24,0.0,13.0,20.0
1948-06-25,1948-06-25,0.0,11.9,20.0
1948-06-26,1948-06-26,0.0,15.5,20.0
1948-06-27,1948-06-27,69.0,15.7,20.0
1948-06-28,1948-06-28,37.0,11.8,20.0
1948-06-29,1948-06-29,57.0,11.6,20.0
1948-06-30,1948-06-30,39.0,13.2,20.0
1948-07-01,1948-07-01,128.0,11.9,20.0
1948-07-02,1948-07-02,129.0,12.6,20.0
1948-07-03,1948-07-03,0.0,14.4,20.0
1948-07-04,1948-07-04,57.0,15.3,20.0
1948-07-05,1948-07-05,2.0,17.3,20.0
1948-07-06,1948-07-06,0.0,17.2,20.0
1948-07-07,1948-07-07,25.0,13.2,20.0
1948-07-08,1948-07-08,326.0,10.5,20.0
1948-07-09,1948-07-09,41.0,12.9,20.0
1948-07-10,1948-07-10,1.0,15.3,20.0
1948-07-11,1948-07-11,24.0,14.0,20.0
1948-07-12,1948-07-12,83.0,13.1,20.0
1948-07-13,1948-07-13,47.0,13.6,20.0
1948-07-14,1948-07-14,106.0,13.8,20.0
1948-07-15,1948-07-15,2.0,13.4,20.0
1948-07-16,1948-07-16,86.0,12.9,20.0
1948-07-17,1948-07-17,0.0,14.7,20.0
1948-07-18,1948-07-18,0.0,14.8,20.0
1948-07-19,1948-07-19,0.0,17.2,20.0
1948-07-20,1948-07-20,0.0,19.6,20.0
1948-07-21,1948-07-21,120.0,21.2,20.0
1948-07-22,1948-07-22,4.0,16.0,20.0
1948-07-23,1948-07-23,3.0,15.4,20.0
1948-07-24,1948-07-24,0.0,16.4,20.0
1948-07-25,1948-07-25,0.0,20.5,20.0
1948-07-26,1948-07-26,0.0,21.4,20.0
1948-07-27,1948-07-27,0.0,24.1,20.0
1948-07-28,1948-07-28,0.0,23.9,20.0
1948-07-29,1948-07-29,0.0,24.3,20.0
1948-07-30,1948-07-30,0.0,24.8,20.0
1948-07-31,1948-07-31,0.0,25.8,20.0
1948-08-01,1948-08-01,0.0,25.9,20.0
1948-08-02,1948-08-02,151.0,20.7,20.0
1948-08-03,1948-08-03,21.0,17.6,20.0
1948-08-04,1948-08-04,0.0,16.1,20.0
1948-08-05,1948-08-05,0.0,15.0,20.0
1948-08-06,1948-08-06,0.0,19.0,20.0
1948-08-07,1948-08-07,25.0,18.8,20.0
1948-08-08,1948-08-08,7.0,19.4,20.0
1948-08-09,1948-08-09,27.0,16.8,20.0
1948-08-10,1948-08-10,57.0,16.3,20.0
1948-08-11,1948-08-11,0.0,15.3,20.0
1948-08-12,1948-08-12,28.0,16.0,20.0
1948-08-13,1948-08-13,280.0,13.1,20.0
1948-08-14,1948-08-14,0.0,17.6,20.0
1948-08-15,1948-08-15,0.0,15.6,20.0
1948-08-16,1948-08-16,134.0,18.2,20.0
1948-08-17,1948-08-17,328.0,16.6,20.0
1948-08-18,1948-08-18,0.0,14.6,20.0
1948-08-19,1948-08-19,89.0,14.0,20.0
1948-08-20,1948-08-20,1.0,13.9,20.0
1948-08-21,1948-08-21,0.0,16.1,20.0
1948-08-22,1948-08-22,25.0,16.2,20.0
1948-08-23,1948-08-23,1.0,15.8,20.0
1948-08-24,1948-08-24,3.0,15.0,20.0
1948-08-25,1948-08-25,38.0,17.8,20.0
1948-08-26,1948-08-26,4.0,14.7,20.0
1948-08-27,1948-08-27,1.0,13.4,20.0
1948-08-28,1948-08-28,0.0,12.6,20.0
1948-08-29,1948-08-29,0.0,12.7,20.0
1948-08-30,1948-08-30,0.0,14.2,20.0
1948-08-31,1948-08-31,0.0,17.0,20.0
1948-09-01,1948-09-01,5.0,14.6,20.0
1948-09-02,1948-09-02,0.0,14.4,20.0
1948-09-03,1948-09-03,41.0,15.5,20.0
1948-09-04,1948-09-04,48.0,14.8,20.0
1948-09-05,1948-09-05,0.0,17.8,20.0
1948-09-06,1948-09-06,92.0,15.8,20.0
1948-09-07,1948-09-07,0.0,13.2,20.0
1948-09-08,1948-09-08,0.0,15.8,20.0
1948-09-09,1948-09-09,0.0,16.7,20.0
1948-09-10,1948-09-10,0.0,18.8,20.0
1948-09-11,1948-09-11,17.0,20.3,20.0
1948-09-12,1948-09-12,46.0,15.2,20.0
1948-09-13,1948-09-13,0.0,14.8,20.0
1948-09-14,1948-09-14,4.0,13.1,20.0
1948-09-15,1948-09-15,39.0,15.1,20.0
1948-09-16,1948-09-16,0.0,13.6,20.0
1948-09-17,1948-09-17,0.0,13.2,20.0
1948-09-18,1948-09-18,0.0,13.4,20.0
1948-09-19,1948-09-19,31.0,13.5,20.0
1948-09-20,1948-09-20,36.0,10.5,20.0
1948-09-21,1948-09-21,57.0,8.1,20.0
1948-09-22,1948-09-22,30.0,7.0,20.0
1948-09-23,1948-09-23,9.0,7.4,20.0
1948-09-24,1948-09-24,19.0,9.7,20.0
1948-09-25,1948-09-25,0.0,14.2,20.0
1948-09-26,1948-09-26,0.0,14.0,20.0
1948-09-27,1948-09-27,0.0,17.2,20.0
1948-09-28,1948-09-28,20.0,19.5,20.0
1948-09-29,1948-09-29,0.0,14.8,20.0
1948-09-30,1948-09-30,18.0,13.1,20.0
1948-10-01,1948-10-01,4.0,10.7,20.0
1948-10-02,1948-10-02,1.0,14.1,20.0
1948-10-03,1948-10-03,42.0,11.9,20.0
1948-10-04,1948-10-04,1.0,8.1,20.0
1948-10-05,1948-10-05,0.0,7.2,20.0
1948-10-06,1948-10-06,1.0,9.2,20.0
1948-10-07,1948-10-07,0.0,7.9,20.0
1948-10-08,1948-10-08,0.0,5.8,20.0
1948-10-09,1948-10-09,0.0,7.8,20.0
1948-10-10,1948-10-10,0.0,8.2,20.0
1948-10-11,1948-10-11,0.0,8.3,20.0
1948-10-12,1948-10-12,8.0,10.5,20.0
1948-10-13,1948-10-13,0.0,10.9,20.0
1948-10-14,1948-10-14,4.0,11.8,20.0
1948-10-15,1948-10-15,14.0,9.8,20.0
1948-10-16,1948-10-16,1.0,9.8,20.0
1948-10-17,1948-10-17,30.0,12.0,20.0
1948-10-18,1948-10-18,28.0,9.7,20.0
1948-10-19,1948-10-19,3.0,8.0,20.0
1948-10-20,1948-10-20,1.0,8.8,20.0
1948-10-21,1948-10-21,19.0,11.4,20.0
1948-10-22,1948-10-22,30.0,13.2,20.0
1948-10-23,1948-10-23,37.0,8.4,20.0
1948-10-24,1948-10-24,21.0,11.3,20.0
1948-10-25,1948-10-25,0.0,11.6,20.0
1948-10-26,1948-10-26,42.0,5.8,20.0
1948-10-27,1948-10-27,0.0,3.1,20.0
1948-10-28,1948-10-28,0.0,4.3,20.0
1948-10-29,1948-10-29,4.0,4.2,20.0
1948-10-30,1948-10-30,0.0,3.4,20.0
1948-10-31,1948-10-31,0.0,2.2,20.0
1948-11-01,1948-11-01,0.0,3.2,20.0
1948-11-02,1948-11-02,8.0,4.8,20.0
1948-11-03,1948-11-03,12.0,10.5,20.0
1948-11-04,1948-11-04,28.0,10.9,20.0
1948-11-05,1948-11-05,10.0,7.4,20.0
1948-11-06,1948-11-06,3.0,5.4,20.0
1948-11-07,1948-11-07,0.0,1.4,20.0
1948-11-08,1948-11-08,0.0,0.4,20.0
1948-11-09,1948-11-09,0.0,-0.2,20.0
1948-11-10,1948-11-10,1.0,4.6,20.0
1948-11-11,1948-11-11,0.0,5.1,20.0
1948-11-12,1948-11-12,0.0,1.5,20.0
1948-11-13,1948-11-13,109.0,6.0,20.0
1948-11-14,1948-11-14,10.0,9.6,20.0
1948-11-15,1948-11-15,0.0,9.3,20.0
1948-11-16,1948-11-16,0.0,4.8,20.0
1948-11-17,1948-11-17,1.0,7.5,20.0
1948-11-18,1948-11-18,14.0,9.3,20.0
1948-11-19,1948-11-19,6.0,10.2,20.0
1948-11-20,1948-11-20,1.0,8.3,20.0
1948-11-21,1948-11-21,15.0,6.9,20.0
1948-11-22,1948-11-22,5.0,3.6,20.0
1948-11-23,1948-11-23,13.0,5.1,20.0
1948-11-24,1948-11-24,0.0,-1.1,20.0
1948-11-25,1948-11-25,0.0,-2.5,20.0
1948-11-26,1948-11-26,0.0,-0.8,20.0
1948-11-27,1948-11-27,0.0,1.4,20.0
1948-11-28,1948-11-28,0.0,-0.2,20.0
1948-11-29,1948-11-29,0.0,-0.8,20.0
1948-11-30,1948-11-30,0.0,0.3,20.0
1948-12-01,1948-12-01,0.0,0.7,20.0
1948-12-02,1948-12-02,0.0,1.8,20.0
1948-12-03,1948-12-03,0.0,4.7,20.0
1948-12-04,1948-12-04,15.0,7.1,20.0
1948-12-05,1948-12-05,0.0,3.3,20.0
1948-12-06,1948-12-06,0.0,6.6,20.0
1948-12-07,1948-12-07,0.0,8.7,20.0
1948-12-08,1948-12-08,0.0,4.9,20.0
1948-12-09,1948-12-09,27.0,4.8,20.0
1948-12-10,1948-12-10,0.0,3.2,20.0
1948-12-11,1948-12-11,0.0,1.8,20.0
1948-12-12,1948-12-12,0.0,2.1,20.0
1948-12-13,1948-12-13,5.0,2.8,20.0
1948-12-14,1948-12-14,68.0,9.0,20.0
1948-12-15,1948-12-15,70.0,7.8,20.0
1948-12-16,1948-12-16,60.0,3.4,20.0
1948-12-17,1948-12-17,0.0,3.1,20.0
1948-12-18,1948-12-18,0.0,2.0,20.0
1948-12-19,1948-12-19,0.0,-0.6,20.0
1948-12-20,1948-12-20,7.0,-1.8,20.0
1948-12-21,1948-12-21,0.0,-1.7,20.0
1948-12-22,1948-12-22,0.0,-3.0,20.0
1948-12-23,1948-12-23,5.0,1.4,20.0
1948-12-24,1948-12-24,2.0,-1.6,20.0
1948-12-25,1948-12-25,0.0,-1.0,20.0
1948-12-26,1948-12-26,0.0,-0.6,20.0
1948-12-27,1948-12-27,0.0,-2.4,20.0
1948-12-28,1948-12-28,25.0,-2.4,20.0
1948-12-29,1948-12-29,13.0,3.9,20.0
1948-12-30,1948-12-30,0.0,2.4,20.0
1948-12-31,1948-12-31,11.0,2.5,20.0
1949-01-01,1949-01-01,18.0,5.6,20.0
1949-01-02,1949-01-02,0.0,3.8,20.0
1949-01-03,1949-01-03,0.0,2.6,20.0
1949-01-04,1949-01-04,0.0,1.4,20.0
1949-01-05,1949-01-05,0.0,3.6,20.0
1949-01-06,1949-01-06,0.0,4.8,20.0
